City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,chifeng,42.2683,118.9636,84.18,45,100,6.02,CN,Sun Aug  4 21:37:37 2024
272,coahuayana de hidalgo,18.7,-103.6583,78.46,88,100,2.98,MX,Sun Aug  4 21:37:38 2024
273,dolinsk,47.35,142.8,56.19,97,100,8.81,RU,Sun Aug  4 21:37:40 2024
274,carutapera,-1.195,-46.02,77.7,82,6,6.96,BR,Sun Aug  4 21:37:41 2024
275,crane,31.3974,-102.3501,81.84,48,74,13.27,US,Sun Aug  4 21:37:43 2024
276,kruisfontein,-34.0033,24.7314,47.88,65,6,13.35,ZA,Sun Aug  4 21:37:44 2024
277,baikonur,45.6167,63.3167,81.91,29,100,2.33,KZ,Sun Aug  4 21:37:46 2024
278,vadso,70.0744,29.7487,50.88,93,100,11.5,NO,Sun Aug  4 21:37:47 2024
279,al kharijah,25.4514,30.5464,86.54,17,22,7.34,EG,Sun Aug  4 21:37:48 2024
280,dolores,-36.3132,-57.6792,49.39,56,99,8.39,AR,Sun Aug  4 21:37:50 2024
281,khonsa,27.0167,95.5667,78.67,95,83,1.48,IN,Sun Aug  4 21:37:51 2024
282,nogliki,51.8333,143.1667,60.6,68,94,15.75,RU,Sun Aug  4 21:37:53 2024
283,broome,42.2506,-75.833,71.55,59,0,1.95,US,Sun Aug  4 21:37:54 2024
284,sechura,-5.5569,-80.8222,64.51,79,17,14.5,PE,Sun Aug  4 21:37:56 2024
285,mocimboa,-11.3167,40.35,67.53,88,1,4.36,MZ,Sun Aug  4 21:37:57 2024
286,tetyushi,54.9382,48.8366,61.03,88,100,8.86,RU,Sun Aug  4 21:37:58 2024
287,vila velha,-20.3297,-40.2925,69.94,97,75,3.44,BR,Sun Aug  4 21:33:55 2024
288,ondjiva,-17.0667,15.7333,62.64,20,0,5.75,AO,Sun Aug  4 21:38:03 2024
289,gisborne,-38.6533,178.0042,52.2,61,72,6.04,NZ,Sun Aug  4 21:38:04 2024
290,bikenibeu village,1.3673,173.1241,87.76,66,20,8.05,KI,Sun Aug  4 21:38:06 2024
291,tabriz,38.08,46.2919,74.66,41,0,16.11,IR,Sun Aug  4 21:38:07 2024
292,san luis de la loma,17.2706,-100.8939,78.82,88,100,6.71,MX,Sun Aug  4 21:38:08 2024
293,taesal-li,36.9714,126.4542,81.72,83,10,2.08,KR,Sun Aug  4 21:38:10 2024
294,curup,-3.4667,102.5333,77.18,75,14,2.01,ID,Sun Aug  4 21:38:11 2024
295,shanwei,22.782,115.3475,86.77,71,98,1.86,CN,Sun Aug  4 21:38:13 2024
296,kargasok,59.0556,80.8572,65.19,90,100,5.35,RU,Sun Aug  4 21:38:15 2024
297,saint-zotique,45.2501,-74.2492,71.65,94,23,2.3,CA,Sun Aug  4 21:38:16 2024
298,carolina beach,34.0352,-77.8936,81.01,91,100,12.64,US,Sun Aug  4 21:38:17 2024
299,masterton,-40.9597,175.6575,53.1,71,100,4.29,NZ,Sun Aug  4 21:38:19 2024
300,la paz,-16.5,-68.15,48.18,65,20,6.91,BO,Sun Aug  4 21:35:10 2024
301,port-vila,-17.7338,168.3219,74.8,57,75,11.5,VU,Sun Aug  4 21:38:21 2024
302,ambasa,23.9172,91.8472,76.89,98,100,4.29,IN,Sun Aug  4 21:38:23 2024
303,salacgriva,57.7536,24.3581,58.23,92,19,3.09,LV,Sun Aug  4 21:38:24 2024
304,island harbour,50.724,-1.2758,61.93,76,40,1.99,GB,Sun Aug  4 21:38:26 2024
305,port isabel,26.0734,-97.2086,86.07,76,0,9.22,US,Sun Aug  4 21:38:27 2024
306,mar del plata,-38.0023,-57.5575,50.95,69,58,10.0,AR,Sun Aug  4 21:38:29 2024
307,la foa,-21.7108,165.8276,70.92,51,0,16.73,NC,Sun Aug  4 21:38:30 2024
308,rey bouba,8.6724,14.1786,72.09,88,99,2.64,CM,Sun Aug  4 21:38:31 2024
309,sinjai,-5.1241,120.253,81.3,70,88,7.29,ID,Sun Aug  4 21:38:33 2024
310,lebu,-37.6167,-73.65,50.76,95,100,22.88,CL,Sun Aug  4 21:38:36 2024
311,itarantim,-15.6597,-40.0656,63.84,96,3,1.32,BR,Sun Aug  4 21:38:37 2024
312,barcelos,41.5388,-8.6151,65.68,88,0,1.88,PT,Sun Aug  4 21:38:38 2024
313,karagandy,49.8019,73.1021,53.55,55,0,7.74,KZ,Sun Aug  4 21:36:46 2024
314,nakhon thai,17.1006,100.8374,75.67,95,100,1.36,TH,Sun Aug  4 21:38:43 2024
315,fortuna,40.5982,-124.1573,61.93,92,100,4.61,US,Sun Aug  4 21:38:44 2024
316,al hufuf,25.3646,49.5653,93.54,14,0,9.22,SA,Sun Aug  4 21:38:46 2024
317,dudinka,69.4058,86.1778,52.38,51,0,22.24,RU,Sun Aug  4 21:38:40 2024
318,taoudenni,22.6783,-3.9836,95.94,28,0,19.17,ML,Sun Aug  4 21:38:49 2024
319,lafiagi,8.8667,5.4167,73.13,85,54,3.44,NG,Sun Aug  4 21:38:50 2024
320,tolanaro,-25.0319,46.9987,62.67,94,20,2.3,MG,Sun Aug  4 21:38:52 2024
321,sambalpur,21.45,83.9667,78.21,89,100,1.95,IN,Sun Aug  4 21:38:53 2024
322,ghat,24.9647,10.1728,87.66,13,0,3.27,LY,Sun Aug  4 21:38:55 2024
323,vangaindrano,-23.35,47.6,61.65,90,1,6.31,MG,Sun Aug  4 21:38:56 2024
324,puerto armuelles,8.2833,-82.8667,78.78,87,100,4.0,PA,Sun Aug  4 21:38:58 2024
325,nailong,11.0537,124.0385,85.14,68,75,8.14,PH,Sun Aug  4 21:38:59 2024
326,cozumel,20.5083,-86.9458,85.95,84,40,4.61,MX,Sun Aug  4 21:37:35 2024
327,belyy yar,53.6039,91.3903,71.49,68,0,4.47,RU,Sun Aug  4 21:39:02 2024
328,pribrezhnyy,53.4866,49.8584,61.92,93,100,1.28,RU,Sun Aug  4 21:39:03 2024
329,saynshand,44.8824,110.1163,80.62,27,0,8.61,MN,Sun Aug  4 21:39:05 2024
330,mineros,-17.1167,-63.2333,76.87,67,39,3.67,BO,Sun Aug  4 21:39:06 2024
331,les sables-d'olonne,46.6667,-1.8333,59.79,85,7,3.56,FR,Sun Aug  4 21:39:08 2024
332,chamical,-30.36,-66.314,54.01,42,0,7.38,AR,Sun Aug  4 21:34:40 2024
333,mtambile,-5.3833,39.7,74.17,71,1,9.78,TZ,Sun Aug  4 21:39:10 2024
334,at taj,24.2049,23.2857,80.78,23,74,9.44,LY,Sun Aug  4 21:39:12 2024
335,st. john's,47.5649,-52.7093,70.29,97,100,14.97,CA,Sun Aug  4 21:34:56 2024
336,al burayqah,30.4062,19.5739,80.78,74,0,5.86,LY,Sun Aug  4 21:39:15 2024
337,sao jose da coroa grande,-8.8978,-35.1478,75.58,78,50,13.8,BR,Sun Aug  4 21:39:16 2024
338,kerikeri,-35.2268,173.9474,57.36,58,59,3.78,NZ,Sun Aug  4 21:39:18 2024
339,vodnyy,63.5046,53.4095,56.64,98,85,5.97,RU,Sun Aug  4 21:39:19 2024
340,tagkawayan sabang,13.9911,122.5289,85.66,72,100,8.34,PH,Sun Aug  4 21:39:21 2024
341,santa cruz,-17.8,-63.1667,71.06,94,20,5.75,BO,Sun Aug  4 21:36:34 2024
342,waingapu,-9.6567,120.2641,82.62,57,12,14.47,ID,Sun Aug  4 21:39:24 2024
343,yatou,37.15,122.3833,87.13,80,61,12.1,CN,Sun Aug  4 21:39:25 2024
344,palmer,42.1584,-72.3287,72.77,81,40,3.44,US,Sun Aug  4 21:39:27 2024
345,medicine hat,50.0501,-110.6683,82.83,34,100,14.97,CA,Sun Aug  4 21:39:28 2024
346,egersund,58.4513,5.9997,51.08,84,99,5.3,NO,Sun Aug  4 21:39:30 2024
347,la mira,18.035,-102.3266,78.93,87,100,6.06,MX,Sun Aug  4 21:39:31 2024
348,amos,48.5669,-78.1162,56.34,58,18,5.3,CA,Sun Aug  4 21:39:33 2024
349,puerto el triunfo,13.2833,-88.55,79.68,82,89,1.95,SV,Sun Aug  4 21:39:34 2024
350,tura,25.5198,90.2201,79.84,91,100,4.03,IN,Sun Aug  4 21:39:35 2024
351,dubovskoye,47.4092,42.7575,71.33,50,28,5.61,RU,Sun Aug  4 21:39:37 2024
352,fallon,39.4735,-118.7774,96.93,32,0,8.08,US,Sun Aug  4 21:39:38 2024
353,salekhard,66.53,66.6019,48.83,63,100,21.14,RU,Sun Aug  4 21:39:41 2024
354,salalah,17.0151,54.0924,78.89,89,100,2.3,OM,Sun Aug  4 21:39:45 2024
355,ola,59.5833,151.2833,61.09,72,0,6.06,RU,Sun Aug  4 21:39:46 2024
356,grand forks,47.9417,-97.4337,64.71,86,100,12.66,US,Sun Aug  4 21:36:44 2024
357,faya-largeau,17.9257,19.1043,81.07,76,100,22.32,TD,Sun Aug  4 21:39:49 2024
358,kemin,42.7846,75.6892,76.51,34,94,2.19,KG,Sun Aug  4 21:39:50 2024
359,cockburn town,21.4612,-71.1419,82.96,84,3,20.56,TC,Sun Aug  4 21:39:52 2024
360,carbonear,47.7332,-53.2148,70.75,99,100,8.55,CA,Sun Aug  4 21:39:53 2024
361,isangel,-19.55,169.2667,77.11,50,75,5.75,VU,Sun Aug  4 21:39:55 2024
362,san pedro,14.35,121.0167,84.31,84,75,12.66,PH,Sun Aug  4 21:39:56 2024
363,bandar-e lengeh,26.5579,54.8807,89.83,86,65,15.12,IR,Sun Aug  4 21:39:57 2024
364,chipata,-13.6333,32.65,57.24,46,5,4.68,ZM,Sun Aug  4 21:39:59 2024
365,chabahar,25.2919,60.643,84.0,83,100,13.47,IR,Sun Aug  4 21:39:38 2024
366,kirensk,57.7853,108.1119,67.75,57,94,3.27,RU,Sun Aug  4 21:40:02 2024
367,baruun-urt,46.6806,113.2792,73.26,47,2,6.62,MN,Sun Aug  4 21:37:15 2024
368,kharp,66.8014,65.8081,52.93,54,100,13.06,RU,Sun Aug  4 21:40:05 2024
369,sandnessjoen,66.0217,12.6316,61.32,77,33,10.67,NO,Sun Aug  4 21:40:06 2024
370,lazaro cardenas,17.9583,-102.2,79.92,86,100,7.56,MX,Sun Aug  4 21:40:08 2024
371,kisangani,0.5167,25.2,70.84,90,85,2.39,CD,Sun Aug  4 21:40:09 2024
372,sulphur springs,33.1385,-95.6011,87.08,54,0,6.91,US,Sun Aug  4 21:35:26 2024
373,saint-philippe,-21.3585,55.7679,65.79,76,33,6.24,RE,Sun Aug  4 21:40:12 2024
374,westport,41.1415,-73.3579,74.53,89,0,8.05,US,Sun Aug  4 21:40:13 2024
375,nyagan,62.1406,65.3936,62.42,84,92,0.38,RU,Sun Aug  4 21:40:15 2024
376,orsta,62.2029,6.1272,59.18,94,100,0.0,NO,Sun Aug  4 21:40:16 2024
377,dzilam gonzalez,21.2833,-88.9333,78.35,88,3,3.02,MX,Sun Aug  4 21:40:17 2024
378,cold lake,54.4502,-110.2017,71.55,49,75,8.05,CA,Sun Aug  4 21:36:31 2024
379,glubokoye,50.1456,82.3114,60.55,94,40,0.0,KZ,Sun Aug  4 21:40:20 2024
380,kampot,10.6167,104.1833,80.65,71,36,5.23,KH,Sun Aug  4 21:40:21 2024
381,ridgecrest,35.6225,-117.6709,105.66,12,89,10.0,US,Sun Aug  4 21:40:24 2024
382,egilsstadir,65.2653,-14.3948,51.71,82,100,19.57,IS,Sun Aug  4 21:40:25 2024
383,guerrero negro,27.9769,-114.0611,70.48,82,38,15.79,MX,Sun Aug  4 21:40:26 2024
384,mormugao,15.4,73.8,79.86,89,100,8.05,IN,Sun Aug  4 21:40:28 2024
385,iranshahr,27.2025,60.6848,90.73,40,100,3.67,IR,Sun Aug  4 21:40:29 2024
386,richards bay,-28.783,32.0377,66.87,72,99,16.84,ZA,Sun Aug  4 21:40:31 2024
387,happy valley-goose bay,53.3168,-60.3315,68.31,56,40,6.91,CA,Sun Aug  4 21:39:45 2024
388,caraballeda,10.6112,-66.8522,82.47,89,75,5.75,VE,Sun Aug  4 21:40:33 2024
389,san pedro pochutla,15.7333,-96.4667,82.11,89,58,3.56,MX,Sun Aug  4 21:40:35 2024
390,tonder,54.9331,8.8667,59.95,92,91,6.96,DK,Sun Aug  4 21:40:36 2024
391,levuka,50.1834,-105.4011,69.51,54,100,14.76,CA,Sun Aug  4 21:40:38 2024
392,manokwari,-0.8667,134.0833,76.32,88,100,3.89,ID,Sun Aug  4 21:40:39 2024
393,akureyri,65.6835,-18.0878,53.53,71,100,8.05,IS,Sun Aug  4 21:40:41 2024
394,visakhapatnam,17.69,83.2093,82.29,100,40,2.3,IN,Sun Aug  4 21:38:25 2024
395,nyala,12.05,24.8833,73.33,81,99,15.48,SD,Sun Aug  4 21:40:44 2024
396,susuman,62.7833,148.1667,64.53,36,13,6.42,RU,Sun Aug  4 21:39:18 2024
397,zaozersk,69.4005,32.4476,46.56,92,3,5.01,RU,Sun Aug  4 21:40:47 2024
398,amahai,-3.3333,128.9167,77.36,88,86,5.88,ID,Sun Aug  4 21:40:48 2024
399,minggang,32.4586,114.0486,91.2,64,92,11.65,CN,Sun Aug  4 21:40:51 2024
400,dingcheng,32.1272,115.0394,92.93,62,78,13.4,CN,Sun Aug  4 21:40:52 2024
401,las tablas,7.7667,-80.2833,80.17,99,100,2.86,PA,Sun Aug  4 21:40:54 2024
402,tual,-5.6667,132.75,77.16,85,74,20.31,ID,Sun Aug  4 21:40:55 2024
403,tabu,9.8923,122.7098,82.4,70,76,7.81,PH,Sun Aug  4 21:40:56 2024
404,kaka,37.3482,59.6143,86.79,19,0,5.21,TM,Sun Aug  4 21:40:58 2024
405,baotou,40.6522,109.8222,77.45,42,39,5.3,CN,Sun Aug  4 21:40:59 2024
406,mossel bay,-34.1831,22.146,42.73,68,3,11.59,ZA,Sun Aug  4 21:41:01 2024
407,rindge,42.7512,-72.0098,70.54,97,100,3.71,US,Sun Aug  4 21:41:02 2024
408,west bay,19.3667,-81.4167,84.27,84,20,4.61,KY,Sun Aug  4 21:41:04 2024
409,nikel,69.4128,30.222,50.18,82,2,4.43,RU,Sun Aug  4 21:41:05 2024
410,bayji,34.9311,43.487,88.3,18,0,10.8,IQ,Sun Aug  4 21:41:06 2024
411,fairwood,47.4484,-122.1573,86.13,42,0,10.36,US,Sun Aug  4 21:41:08 2024
412,cape canaveral,28.4058,-80.6048,78.08,92,0,13.8,US,Sun Aug  4 21:38:08 2024
413,jiazi,22.8779,116.067,86.41,76,100,2.06,CN,Sun Aug  4 21:41:11 2024
414,seven pagodas,12.6264,80.1722,78.12,75,100,7.7,IN,Sun Aug  4 21:41:14 2024
415,gbadolite,4.2833,21.0167,69.08,97,99,1.54,CD,Sun Aug  4 21:41:15 2024
416,bamboo flat,11.7,92.7167,80.69,89,40,1.14,IN,Sun Aug  4 21:39:36 2024
417,nyazepetrovsk,56.0531,59.6028,56.8,98,100,3.62,RU,Sun Aug  4 21:41:18 2024
418,gizo,-8.103,156.8419,78.66,88,100,13.18,SB,Sun Aug  4 21:41:19 2024
419,tazacorte,28.629,-17.9293,72.57,95,100,12.66,ES,Sun Aug  4 21:41:22 2024
420,chibougamau,49.9168,-74.3659,56.82,62,20,4.61,CA,Sun Aug  4 21:39:16 2024
421,macau,22.2006,113.5461,93.7,79,20,3.44,MO,Sun Aug  4 21:41:25 2024
422,margate,51.3813,1.3862,59.31,85,74,10.87,GB,Sun Aug  4 21:35:54 2024
423,marshall,34.3834,-86.3333,83.95,78,0,3.44,US,Sun Aug  4 21:37:05 2024
424,fort st. john,56.2499,-120.8529,57.09,82,75,9.22,CA,Sun Aug  4 21:41:29 2024
425,lerwick,60.1545,-1.1494,59.0,93,100,23.44,GB,Sun Aug  4 21:41:31 2024
426,huarmey,-10.0681,-78.1522,62.35,86,7,10.27,PE,Sun Aug  4 21:41:32 2024
427,atafu village,-8.5421,-172.5159,82.33,79,100,10.71,TK,Sun Aug  4 21:41:33 2024
428,fort bragg,35.139,-79.006,77.14,92,75,3.44,US,Sun Aug  4 21:41:35 2024
429,sao vicente,-23.9631,-46.3919,82.58,60,65,2.37,BR,Sun Aug  4 21:41:36 2024
430,levoca,49.0217,20.5921,53.73,77,100,2.62,SK,Sun Aug  4 21:41:38 2024
431,plastun,44.7561,136.2939,67.35,52,100,5.61,RU,Sun Aug  4 21:41:41 2024
432,conduaga,8.862,117.4893,86.4,66,100,6.76,PH,Sun Aug  4 21:41:42 2024
433,qamdo,31.1667,97.2333,56.08,52,0,1.7,CN,Sun Aug  4 21:41:43 2024
434,luanda,-8.8368,13.2343,68.25,84,100,3.98,AO,Sun Aug  4 21:37:16 2024
435,potiskum,11.7091,11.0694,74.79,85,100,7.65,NG,Sun Aug  4 21:41:46 2024
436,sinanpasa,38.7444,30.2428,66.18,58,0,3.22,TR,Sun Aug  4 21:41:48 2024
437,brandfort,-28.7001,26.4597,40.41,61,74,7.81,ZA,Sun Aug  4 21:41:49 2024
438,mpanda,-6.3655,31.0409,60.96,37,49,1.66,TZ,Sun Aug  4 21:41:50 2024
439,coquimbo,-29.9533,-71.3436,53.33,77,100,2.3,CL,Sun Aug  4 21:40:32 2024
440,bafoulabe,13.8065,-10.8321,74.64,94,77,6.91,ML,Sun Aug  4 21:41:53 2024
441,cidade velha,14.9167,-23.6167,81.07,78,20,1.14,CV,Sun Aug  4 21:41:55 2024
442,spas-demensk,54.4122,34.0226,52.95,95,41,4.05,RU,Sun Aug  4 21:41:56 2024
443,manicore,-5.8092,-61.3003,78.57,45,15,2.17,BR,Sun Aug  4 21:41:58 2024
444,arkalyk,50.2486,66.9114,67.98,53,0,7.65,KZ,Sun Aug  4 21:41:59 2024
445,elverum,60.8819,11.5623,53.42,95,23,2.55,NO,Sun Aug  4 21:42:01 2024
446,makarska,43.2969,17.0178,73.56,58,66,12.39,HR,Sun Aug  4 21:42:02 2024
447,arraial do cabo,-22.9661,-42.0278,72.34,91,0,23.94,BR,Sun Aug  4 21:42:05 2024
448,kayyerkan,69.3786,87.7439,50.34,62,0,22.77,RU,Sun Aug  4 21:42:06 2024
449,senador guiomard,-10.1522,-67.7392,78.55,64,7,3.53,BR,Sun Aug  4 21:42:08 2024
450,pierre,44.3683,-100.351,76.12,78,75,12.66,US,Sun Aug  4 21:42:10 2024
451,owatonna,44.0839,-93.226,76.42,88,40,4.61,US,Sun Aug  4 21:42:11 2024
452,wanning,18.8003,110.3967,87.4,69,74,4.7,CN,Sun Aug  4 21:42:12 2024
453,kapa'a,22.0752,-159.319,82.72,66,100,14.97,US,Sun Aug  4 21:42:14 2024
454,aripuana,-9.1667,-60.6333,75.18,48,0,2.44,BR,Sun Aug  4 21:42:15 2024
455,turpan,42.9333,89.1667,103.12,17,61,7.78,CN,Sun Aug  4 21:42:17 2024
456,rawson,-43.3002,-65.1023,50.32,52,78,10.27,AR,Sun Aug  4 21:42:18 2024
457,watampone,-4.5386,120.3279,81.59,72,97,8.81,ID,Sun Aug  4 21:42:20 2024
458,turbat,26.0023,63.044,82.78,73,100,5.3,PK,Sun Aug  4 21:42:21 2024
459,dwarka,22.2394,68.9678,82.33,86,100,17.69,IN,Sun Aug  4 21:42:22 2024
460,likiep,9.8251,169.3107,83.7,78,18,12.12,MH,Sun Aug  4 21:42:24 2024
461,saint-francois,46.4154,3.9054,58.68,100,0,2.3,FR,Sun Aug  4 21:42:25 2024
462,prado,-17.3411,-39.2208,71.83,89,25,9.66,BR,Sun Aug  4 21:42:27 2024
463,alegrete,-29.7831,-55.7919,59.72,98,100,11.01,BR,Sun Aug  4 21:42:28 2024
464,santa elena de uairen,4.6167,-61.1333,66.56,92,98,3.71,VE,Sun Aug  4 21:42:29 2024
465,farah,32.5,62.5,85.19,22,0,2.68,AF,Sun Aug  4 21:42:31 2024
466,beau vallon,-20.4189,57.6953,65.21,88,20,6.91,MU,Sun Aug  4 21:42:32 2024
467,tougue,11.4667,-11.6,67.03,99,100,2.68,GN,Sun Aug  4 21:42:34 2024
468,salamanca,40.8333,-6.0,68.0,34,0,4.38,ES,Sun Aug  4 21:41:08 2024
469,taunsa,30.7048,70.6505,85.39,77,88,6.89,PK,Sun Aug  4 21:42:37 2024
470,madalena,41.2162,-8.3345,64.29,89,0,1.32,PT,Sun Aug  4 21:42:38 2024
471,bam,29.106,58.357,92.16,12,81,9.4,IR,Sun Aug  4 21:42:39 2024
472,tabou,4.423,-7.3528,76.03,83,100,5.84,CI,Sun Aug  4 21:42:41 2024
473,oban,56.4127,-5.4706,60.39,98,100,5.86,GB,Sun Aug  4 21:42:42 2024
474,lihue,21.9789,-159.3672,81.99,70,100,14.97,US,Sun Aug  4 21:39:02 2024
475,monrovia,6.3005,-10.7969,74.97,86,59,5.44,LR,Sun Aug  4 21:40:07 2024
476,midvagur,62.0511,-7.1939,54.43,100,100,25.32,FO,Sun Aug  4 21:42:46 2024
477,kananga,-5.8958,22.4178,69.15,32,72,3.09,CD,Sun Aug  4 21:42:48 2024
478,ulladulla,-35.35,150.4667,62.44,43,100,4.56,AU,Sun Aug  4 21:42:49 2024
479,saudarkrokur,65.7461,-19.6394,51.6,82,100,13.15,IS,Sun Aug  4 21:39:24 2024
480,ribeira brava,32.65,-17.0667,74.03,79,0,1.61,PT,Sun Aug  4 21:39:38 2024
481,ciudad lazaro cardenas,17.9583,-102.2,79.92,86,100,7.56,MX,Sun Aug  4 21:42:55 2024
482,uyuni,-20.4597,-66.825,38.12,22,0,10.74,BO,Sun Aug  4 21:42:56 2024
483,port macquarie,-31.4333,152.9167,67.06,63,100,7.0,AU,Sun Aug  4 21:42:58 2024
484,ghadamis,30.1337,9.5007,79.54,53,0,9.19,LY,Sun Aug  4 21:42:59 2024
485,antsiranana,-12.2787,49.2917,69.67,74,8,14.14,MG,Sun Aug  4 21:43:00 2024
486,amol,36.4696,52.3507,75.92,71,0,1.97,IR,Sun Aug  4 21:43:02 2024
487,port saint john's,-31.6229,29.5448,57.58,63,100,15.26,ZA,Sun Aug  4 21:39:46 2024
488,santa terezinha,-29.9002,-50.0904,61.9,100,100,7.54,BR,Sun Aug  4 21:43:05 2024
489,homer,59.6425,-151.5483,65.77,61,0,13.8,US,Sun Aug  4 21:43:06 2024
490,bodaybo,57.8506,114.1933,65.46,82,100,2.77,RU,Sun Aug  4 21:43:07 2024
491,kaitong,44.8135,123.15,81.41,79,99,7.9,CN,Sun Aug  4 21:43:10 2024
492,morant bay,17.8815,-76.4093,87.42,87,11,8.3,JM,Sun Aug  4 21:43:12 2024
493,tanjung selor,2.8372,117.3642,81.68,82,100,3.53,ID,Sun Aug  4 21:43:13 2024
494,archangelos,36.2149,28.1149,78.78,57,0,1.5,GR,Sun Aug  4 21:43:15 2024
495,dmitrovsk-orlovskiy,52.505,35.1464,61.84,73,100,5.1,RU,Sun Aug  4 21:43:16 2024
496,demyansk,57.643,32.466,53.78,97,2,2.42,RU,Sun Aug  4 21:43:18 2024
497,danielskuil,-28.1887,23.5395,35.6,94,100,6.82,ZA,Sun Aug  4 21:43:19 2024
498,horta,38.5333,-28.6333,76.01,95,42,8.99,PT,Sun Aug  4 21:43:21 2024
499,kudymkar,59.0173,54.656,56.91,97,77,4.14,RU,Sun Aug  4 21:43:22 2024
500,hilo,19.7297,-155.09,80.1,81,100,16.11,US,Sun Aug  4 21:43:23 2024
501,golfito,8.639,-83.166,73.4,92,100,1.57,CR,Sun Aug  4 21:43:25 2024
502,kapuskasing,49.4169,-82.4331,62.69,63,20,3.44,CA,Sun Aug  4 21:41:56 2024
503,kayangel,8.0823,134.7173,84.09,74,41,13.35,PW,Sun Aug  4 21:43:29 2024
504,howrah,22.5892,88.3103,86.0,89,75,5.75,IN,Sun Aug  4 21:43:30 2024
505,dalandzadgad,43.5708,104.425,78.64,28,93,7.87,MN,Sun Aug  4 21:43:32 2024
506,taro,-8.3862,115.28,77.0,54,72,4.36,ID,Sun Aug  4 21:43:33 2024
507,inhambane,-23.865,35.3833,65.37,76,48,11.83,MZ,Sun Aug  4 21:43:34 2024
508,hasaki,35.7333,140.8333,91.29,69,1,6.4,JP,Sun Aug  4 21:43:36 2024
509,kayes,14.0,-11.0,73.85,92,73,9.19,ML,Sun Aug  4 21:43:37 2024
510,bandon,51.7469,-8.7425,63.99,98,100,16.58,IE,Sun Aug  4 21:43:39 2024
511,belo sur tsiribihina,-19.7,44.55,59.7,84,0,3.71,MG,Sun Aug  4 21:43:40 2024
512,catemaco,18.4167,-95.1167,73.38,94,71,3.56,MX,Sun Aug  4 21:43:42 2024
513,sao felix do xingu,-6.6447,-51.995,73.96,44,7,2.57,BR,Sun Aug  4 21:43:43 2024
514,natal,-5.795,-35.2094,72.25,88,20,6.91,BR,Sun Aug  4 21:43:44 2024
515,piti village,13.4626,144.6933,87.85,78,0,11.5,GU,Sun Aug  4 21:43:46 2024
516,pacific grove,36.6177,-121.9166,72.88,88,100,11.5,US,Sun Aug  4 21:42:09 2024
517,klaksvik,62.2266,-6.589,54.52,99,100,29.95,FO,Sun Aug  4 21:43:49 2024
518,aghajari,30.7006,49.8315,80.82,30,0,2.3,IR,Sun Aug  4 21:43:50 2024
519,sovetskaya gavan',48.9723,140.2878,67.33,51,12,7.85,RU,Sun Aug  4 21:43:52 2024
520,goure,13.9835,10.2704,78.13,72,100,13.78,NE,Sun Aug  4 21:43:53 2024
521,hotan,37.0997,79.9269,82.94,32,100,6.06,CN,Sun Aug  4 21:39:39 2024
522,portales,34.1862,-103.3344,89.13,34,93,10.83,US,Sun Aug  4 21:43:57 2024
523,greymouth,-42.4667,171.2,45.12,92,100,4.12,NZ,Sun Aug  4 21:43:59 2024
524,yelizovo,53.1873,158.3805,69.94,60,20,8.95,RU,Sun Aug  4 21:43:04 2024
525,waddan,29.1614,16.139,83.07,28,0,11.07,LY,Sun Aug  4 21:44:02 2024
526,devin,41.7433,24.4,57.25,66,59,1.99,BG,Sun Aug  4 21:42:18 2024
527,weno,7.4515,151.8468,89.55,79,75,9.22,FM,Sun Aug  4 21:44:05 2024
528,reinosa,42.9996,-4.138,59.88,77,0,1.79,ES,Sun Aug  4 21:44:06 2024
529,haiku-pauwela,20.9219,-156.3051,83.25,62,20,28.77,US,Sun Aug  4 21:44:08 2024
530,remire-montjoly,4.9167,-52.2667,78.84,89,0,2.3,GF,Sun Aug  4 21:44:09 2024
531,belmonte,-15.8631,-38.8828,71.6,87,52,3.78,BR,Sun Aug  4 21:44:10 2024
532,meadow lake,34.8014,-106.5436,92.7,33,30,4.97,US,Sun Aug  4 21:44:12 2024
533,koz'modem'yansk,56.3367,46.5711,57.96,97,92,4.59,RU,Sun Aug  4 21:44:13 2024
534,heihe,50.2441,127.4902,79.38,85,99,11.52,CN,Sun Aug  4 21:44:16 2024
535,malagueno,-31.4647,-64.3584,50.79,53,6,5.21,AR,Sun Aug  4 21:44:18 2024
536,alpena,45.0617,-83.4327,71.92,83,0,0.0,US,Sun Aug  4 21:44:19 2024
537,laojunmiao,39.8333,97.7333,80.01,16,96,4.09,CN,Sun Aug  4 21:44:20 2024
538,upper dir,35.2058,71.8756,73.35,79,84,0.72,PK,Sun Aug  4 21:44:22 2024
539,fondi,41.3541,13.4313,77.49,71,96,2.37,IT,Sun Aug  4 21:44:23 2024
540,dagomys,43.6703,39.6689,75.15,82,3,6.91,RU,Sun Aug  4 21:44:25 2024
541,ayorou,14.7308,0.9174,81.7,66,100,10.89,NE,Sun Aug  4 21:44:26 2024
542,takoradi,4.8845,-1.7554,74.71,85,100,6.44,GH,Sun Aug  4 21:44:27 2024
543,booue,-0.0921,11.9385,71.28,82,39,4.18,GA,Sun Aug  4 21:44:29 2024
544,nizhnesortymskiy,62.4397,71.7603,68.54,67,50,2.51,RU,Sun Aug  4 21:44:30 2024
